preprocessedSmiles,Molecule ChEMBL ID,pChEMBL Value,activity_classification
CC12CCC(O)CC1=CCC1C2CCC2(C)C(CC3CN3)CCC12,CHEMBL341591,5.15,inactive
CCc1ccc(C(c2cc3ccc(OC)cc3o2)n2cncn2)cc1,CHEMBL371663,5.91,inactive
CCCN1C(=O)CC[C@](CC)(c2ccncc2)C1=O,CHEMBL314351,4.51,inactive
O=[N+]([O-])c1ccc(C(c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(Br)cc2)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(Br)cc2)cc1,CHEMBL4174637,5.57,inactive
O=[N+]([O-])c1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2OCc2ccccc2)cc1,CHEMBL405881,5.66,inactive
CC(C)c1cc(O)c2c(c1)[C@H](O)C[C@H]1C(C)(C)CCC[C@]21C,CHEMBL4875917,5.14,inactive
COc1ccc2c(Cn3ccnc3)c(-c3ccc(Cl)cc3)[nH]c2c1,CHEMBL4170941,5.98,inactive
CC(C(=O)OC1CC2CC([C@@H]1C)C2(C)C)c1cccnc1,CHEMBL132066,5.05,inactive
COCCS(=O)(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CHEMBL3964421,5.0,inactive
N#Cc1ccc(Cn2cc(COc3ccc(-c4ccccc4)cc3)nn2)cc1,CHEMBL1825037,4.94,inactive
COc1ccc(/C=C/C(=O)c2ccc(O)cc2O)cc1CC=C(C)C,CHEMBL389925,4.08,inactive
N#Cc1ccc(OCc2cn(C(c3ccc(C#N)cc3)c3ccc(C#N)cc3)nn2)cc1,CHEMBL1824750,5.33,inactive
COc1ccc(S(=O)(=O)N(Cc2nc3ccccc3[nH]2)c2ccc(/N=N/c3ccccc3)cc2)c(OC)c1,CHEMBL4868867,5.24,inactive
C[C@]12CCC3C(CC=C4CC(=O)CC[C@@]43C)C1CC=C2c1cccnc1,CHEMBL432751,5.75,inactive
N#Cc1ccc(Cn2cc(COc3ccc([N+](=O)[O-])cc3)nn2)cc1,CHEMBL1825034,5.25,inactive
CCCCCCc1cn(C(c2ccccc2)c2ccccc2)nn1,CHEMBL1824757,4.83,inactive
O=[N+]([O-])c1ccc(C(c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(F)cc2)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(F)cc2)cc1,CHEMBL4163983,5.46,inactive
COc1ccc2c(c1)OC(c1ccc(OC)c(CC=C(C)C)c1)CC2=O,CHEMBL229635,5.43,inactive
N#Cc1ccc(Cn2cc(COc3ccccc3)nn2)cc1,CHEMBL1825031,5.21,inactive
CCC(=C(c1ccc(O)cc1)c1ccc(O)cc1)c1cccnc1,CHEMBL5082245,5.9,inactive
C=C[C@@]1(C)CC(=O)C2=C(CC[C@H]3C(C)(C)CCC[C@]23C)C1,CHEMBL4874928,5.1,inactive
CC(CCc1cccnc1)=C(c1ccc(O)cc1)c1ccc(O)cc1,CHEMBL5092843,5.49,inactive
CC12CCC3C4=C(CCCC4)CC(=O)C3C1CCC2=O,CHEMBL71082,4.55,inactive
COCOc1ccc2c(c1)OC(c1ccc(OCOC)c(CC=C(C)C)c1)CC2=O,CHEMBL229945,4.86,inactive
COc1ccc2c(c1)OC(c1ccc(O)c(CC=C(C)C)c1)CC2=O,CHEMBL388374,5.32,inactive
CCC#CCOc1cc(Cn2ccnc2)c2oc3ccccc3c(=O)c2c1,CHEMBL4634777,5.26,inactive
