preprocessedSmiles,Molecule ChEMBL ID,activity_classification
CCCCCCCCCCc1cn(Cc2ccc(C#N)cc2)nn1,CHEMBL1825028,inactive
Cc1ccc(OCc2cn(Cc3ccc(C#N)cc3)nn2)cc1,CHEMBL1825035,inactive
COC(=O)C1Cc2c([nH]c3ccccc23)CN1S(C)(=O)=O,CHEMBL1915159,inactive
NCCOc1ccc(C(=C(c2ccccc2)c2ccccc2)c2ccc(O)cc2)cc1,CHEMBL3422039,inactive
CCC(CC)=C(c1ccc(O)cc1)c1ccc(OCCN)cc1,CHEMBL3422030,inactive
CCC(=C(c1ccc(O)cc1)c1ccc(OCC(=O)O)cc1)c1ccccc1,CHEMBL3422047,inactive
COc1cc(OC)cc(C2COc3ccccc3C2=O)c1,CHEMBL2011184,inactive
Cn1c(-c2csc(-c3ncccn3)n2)nc2ccccc21,CHEMBL4228031,inactive
CC12CCC3C(CC(c4ccccc4)=C4CC(=O)CCC43C)C1CCC2=O,CHEMBL281871,inactive
O=C1c2cc(Br)ccc2OCC1c1ccccc1,CHEMBL2011189,inactive
O=S(=O)(c1cccs1)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CHEMBL3960724,inactive
O=C1c2ccccc2OCC1c1cc(F)cc(F)c1,CHEMBL3105522,inactive
COc1ccc2c(Cc3ccc(O)cc3)cncc2c1O,CHEMBL523231,inactive
O=[N+]([O-])c1ccc2c(c1)nc(-c1ccccn1)n2CCc1ccncc1,CHEMBL523232,inactive
Clc1ccc(CN(CCC=Cc2ccccc2)n2cncn2)c(Cl)c1,CHEMBL478023,inactive
Clc1ccccc1CC(Cc1ccc(-c2ccccc2)cc1)n1ccnc1,CHEMBL489188,inactive
O=S(=O)(NCCc1ccccc1)c1ccc(-n2cc(COc3ccccc3)nn2)cc1,CHEMBL2430506,inactive
COc1ccc2ccc(=O)oc2c1Cn1ccnc1,CHEMBL223983,inactive
C(=C1c2ccccc2-c2ccccc21)c1cccnc1,CHEMBL194928,inactive
O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)ccc21,CHEMBL451168,inactive
COc1ccc(OC)c(C=Cc2ccc(N)cc2)c1,CHEMBL1173699,inactive
CCCC1CCCC2(C)C1=CCC1C3CCC(=O)C3(C)CCC12,CHEMBL1630278,inactive
CC12CCC3C(C(=O)C=C4CCCCC43C=O)C1CCC2=O,CHEMBL71169,inactive
COc1ccc(-c2csc(-c3ccncc3)n2)cn1,CHEMBL1957221,inactive
COc1ccc(C=Cc2ccc(N)cc2)cc1OC,CHEMBL1172937,inactive
CC12CCC3C(CC=C4CCCCC43C=O)C1CCC2=O,CHEMBL71736,inactive
Clc1ccc(-c2csc(-c3ncccn3)n2)cc1,CHEMBL4229272,inactive
COc1ccc(S(=O)(=O)NCCc2c(C(c3cc(OC)c(O)c(OC)c3)c3[nH]c4ccccc4c3CCNS(=O)(=O)c3ccc(OC)cc3)[nH]c3ccccc23)cc1,CHEMBL4173619,inactive
CC(C)=CCc1c(O)ccc(C(=O)C=Cc2ccc(O)cc2O)c1O,CHEMBL465880,inactive
CC(C)=CCCC(C)=CCc1c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c2c1=O,CHEMBL458187,inactive
N#Cc1ccc(-c2ccncc2)c(OCCc2ccccc2)c1,CHEMBL3421780,inactive
O=C1CC(c2ccccc2)Oc2c1ccc1ccccc21,CHEMBL404225,inactive
COc1cc(CCc2ccc(N)cc2)cc(OC)c1,CHEMBL1171818,inactive
COc1cc(CCc2ccc(N)cc2)cc(OC)c1OC,CHEMBL86928,inactive
CC(C)(O)c1cncc(-c2nc3ccc(F)cc3n2C2CC2)c1,CHEMBL3582478,inactive
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cc(-c3ccccc3)nn2)cc1,CHEMBL1824747,inactive
CC(C)=C(c1ccncc1)c1ccc(-c2ccc(O)c(F)c2)cc1,CHEMBL1173335,inactive
CC(C)=CCc1cc2cc(-c3cc(O)cc(O)c3)oc2cc1O,CHEMBL465881,inactive
CC(C(=O)OC12CC3CC(CC(C3)C1)C2)c1cccnc1,CHEMBL134509,inactive
COc1ccc(OCc2cn(C(c3ccccc3)c3ccccc3)nn2)cc1,CHEMBL1824767,inactive
CC(=O)OC1=C2CCC3C4CCC(=O)C4(C)CCC3C2(CO)CCC1,CHEMBL1630265,inactive
CC12CCC3C(CCC4C=CCCC43C)C1CCC2O,CHEMBL1629801,inactive
COc1ccc(-c2csc(-c3ncccn3)n2)cc1,CHEMBL4224993,inactive
CC(NC(=O)C=Cc1ccccc1)c1cccc(N2CCOCC2)c1,CHEMBL317935,inactive
Clc1cccc(-c2csc(-c3ncccn3)n2)c1,CHEMBL4225257,inactive
O=S(=O)(NCCc1c(C(c2ccc(F)cc2)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(Br)cc2)[nH]c2ccccc12)c1ccc(Br)cc1,CHEMBL4169756,inactive
Cc1ccnc(NS(=O)(=O)c2ccc(N=CCC(=O)c3cc4ccccc4oc3=O)cc2)n1,CHEMBL3914106,inactive
N#Cc1ccc(C(c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(C(F)(F)F)cc2)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(C(F)(F)F)cc2)cc1,CHEMBL4175698,inactive
O=C1C(=Cc2ccccc2OCCCn2ccnc2)Cc2ccccc21,CHEMBL2235952,inactive
N#Cc1ccc(C(c2cccc3[nH]ccc23)n2cncn2)cc1,CHEMBL513168,inactive
CCCCCCCc1cn(Cc2ccccc2)nn1,CHEMBL1825040,inactive
CCCCCCCCCCc1cn(Cc2ccccc2)nn1,CHEMBL1825041,inactive
O=[N+]([O-])c1ccc(OCc2cn(Cc3ccccc3)nn2)cc1,CHEMBL1825046,inactive
O=[N+]([O-])c1ccc(-c2ccncc2)c(OCc2ccccc2)c1,CHEMBL3421768,inactive
COc1ccc(C(C)NC(=O)c2ccccc2Cn2cncn2)cc1F,CHEMBL1784800,inactive
CC(C)c1cc(O)c2c(c1)CCC1C(C)(C)CCCC21C,CHEMBL4852023,inactive
CC12CCC3C(CC(OC(=O)CBr)=C4CC(=O)CCC43C)C1CCC2=O,CHEMBL3753645,inactive
COc1ccc(OCc2cn(Cc3ccccc3)nn2)cc1,CHEMBL1825048,inactive
CC12CCC3C4=C(CCC3C1CCC2=O)CC(=O)CC4,CHEMBL309113,inactive
COc1ccc2c(Cn3cncn3)c(-c3ccc(Cl)cc3)[nH]c2c1,CHEMBL4162549,inactive
CCCCCC(=O)OC1=C2CCC3C4CCC(=O)C4(C)CCC3C2(C)CCC1,CHEMBL1630262,inactive
CC(=O)OCC12CCCC=C1CCC1C3CCC(=O)C3(C)CCC12,CHEMBL309656,inactive
O=[N+]([O-])c1ccc(OCc2cn(C(c3ccccc3)c3ccccc3)nn2)cc1,CHEMBL1824765,inactive
C=CCN(c1ccc(C(=O)NCCCn2ccnc2)cc1)S(C)(=O)=O,CHEMBL1538978,inactive
O=C(CCn1ccnc1)NCC1CCC(c2ncncc2-c2ccccn2)CC1,CHEMBL1784797,inactive
CC12CCC(=O)c3onc(c31)CC1C2CCC2(C)C(O)CCC12,CHEMBL3752637,inactive
CCC(C(=O)OC1CC2CC(C1C)C2(C)C)c1ccncc1,CHEMBL336102,inactive
Cn1ccnc1S(=O)(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CHEMBL3891718,inactive
COc1ccc(Br)c2c1CCC1C(c3ccncc3)C21,CHEMBL63336,inactive
N#Cc1ccc(C(c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(Cl)cc2)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(Cl)cc2)cc1,CHEMBL4167430,inactive
Nc1ccc(-c2nsc(-c3ccc(N)cc3)n2)cc1,CHEMBL1939552,inactive
N#CC=C(c1ccc(O)c(F)c1)C(c1ccc(O)cc1)c1ccc(O)cc1,CHEMBL4743255,inactive
Oc1ccc(C(=Cn2cnnc2)C(c2ccc(O)cc2)c2ccc(O)cc2)cc1,CHEMBL4749692,inactive
COc1ccccc1C1COc2ccccc2C1=O,CHEMBL2011181,inactive
N#Cc1ccc(S(=O)(=O)Nc2ccc(N=Nc3ccccc3)cc2)cc1,CHEMBL4847316,inactive
N#Cc1ccc(Cn2cc(-c3ccccc3)nn2)cc1,CHEMBL1825030,inactive
O=C(C=Cc1ccc(O)c(O)c1)OCC1OC(OCCc2ccc(O)c(O)c2)C(O)C(O)C1O,CHEMBL518414,inactive
CC12CCC(O)CC1=CC(=NOCCCn1ccnc1)C1C2CCC2(C)C(O)CCC12,CHEMBL3753778,inactive
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cc(COc3ccc(-c4ccccc4)cc3)nn2)cc1,CHEMBL1824754,inactive
Oc1ccc(C(=Cn2cncn2)C(c2ccc(O)cc2)c2ccc(O)cc2)cc1,CHEMBL4753984,inactive
CCS(=O)(=O)NCc1cncc(-c2c(C#N)c3ccc(Cl)cc3n2C)c1,CHEMBL3747562,inactive
O=c1ccc2ccc(OCc3cn(-c4ccc(S(=O)(=O)NCCc5ccccc5)cc4)nn3)cc2o1,CHEMBL2430497,inactive
CC12CCC3c4cc(NC(=O)c5ccncc5)c(O)cc4CCC3C1CCC2=O,CHEMBL3623220,inactive
CCN1CCc2cccc(C(c3ccc(F)cc3)n3cncn3)c21,CHEMBL41429,inactive
Clc1ccc(CN(Cc2cccc3ccccc23)n2ccnc2)c(Cl)c1,CHEMBL478648,inactive
CC(C)(C)c1ccc(CN(Cc2ccc(Cl)cc2Cl)n2ccnc2)cc1,CHEMBL491825,inactive
CCCCC1(c2ccc(N)cc2)CCC(=O)NC1=O,CHEMBL29863,inactive
O=C(O)C1Cc2c([nH]c3ccccc23)CN1Cc1ccc(O)cc1,CHEMBL1915403,inactive
c1cnc(-c2nc(-c3cc4ccccc4s3)cs2)nc1,CHEMBL4225998,inactive
Oc1ccc(C(=C(Cn2cncn2)c2ccc(O)c(F)c2)c2ccc(O)cc2)cc1,CHEMBL4764457,inactive
CC12CCC3C(CC(=O)C4=CCCCC43C)C1CCC2=O,CHEMBL3752280,inactive
COc1ccccc1C(c1cccnc1)c1cc2c3c(c1)CCN3C(=O)CC2,CHEMBL2312969,inactive
COc1cc(C=Cc2ccc(N)cc2)c(OC)c(OC)c1,CHEMBL1170663,inactive
Fc1cc2nc(-c3cncnc3C(F)(F)F)n(C3CC3)c2cc1F,CHEMBL4439573,inactive
O=C1C(=Cc2ccncc2)CCc2ccc(O)cc21,CHEMBL313774,inactive
O=C(NCc1cccnc1)C12CC3CC(CC(C3)C1)C2,CHEMBL109347,inactive
O=C1CCc2cc(Cc3ccncc3)cc3c2N1CC3,CHEMBL2311553,inactive
N#CCC(=C(c1ccc(O)cc1)c1ccc(O)cc1)c1ccccc1,CHEMBL4763409,inactive
N#CC=C(c1ccc(O)cc1)C(c1ccc(O)cc1)c1ccc(O)cc1,CHEMBL4747849,inactive
O=Cc1ccc(OCc2cn(-c3ccc(S(=O)(=O)NCCc4ccccc4)cc3)nn2)cc1,CHEMBL2430510,inactive
CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)O,CHEMBL367149,inactive
CCC=CCC=CCC=CCCCCCCCC(=O)O,CHEMBL8739,inactive
O=S(=O)(C1CC1)N1CCN(c2ccc(C=Cc3cc(F)cc(-c4ccncc4)c3)cc2)CC1,CHEMBL4126996,inactive
O=C(Cn1ccnc1)c1ccc(OCc2ccc(OC(F)(F)F)cc2)cc1,CHEMBL3359964,inactive
c1ccc(Cn2c3ccccc3c3ccccc32)cc1,CHEMBL3623230,inactive
FC(F)(F)c1ccc(-c2ccncc2)c(OCCc2ccccc2)c1,CHEMBL3421778,inactive
C=CC1(C)C=C2CCC3C(C)(C)CCCC3(C)C2CC1,CHEMBL4863718,inactive
COc1ccc2c(c1)CC(Cc1ccncc1)CC2,CHEMBL23365,inactive
COc1ccc2c(c1)OCC(c1ccccc1)C2=O,CHEMBL1165711,inactive
Brc1ccc(-c2nc(-c3cccnc3)cs2)cc1,CHEMBL1957212,inactive
O=C1c2cc(Cl)ccc2OCC1c1ccccc1,CHEMBL2011188,inactive
O=c1cc(OCc2cn(-c3ccc(S(=O)(=O)N4CCc5ccccc5C4)cc3)nn2)c2ccccc2o1,CHEMBL3264675,inactive
CC(=O)c1ccccc1OCc1cn(-c2ccc(S(=O)(=O)N3CCc4ccccc4C3)cc2)nn1,CHEMBL3264672,inactive
O=C(C=Cc1ccc(O)c(O)c1)OC1C(O)C(CO)OC(OCCc2ccc(O)c(O)c2)C1OC1OCC(O)(CO)C1O,CHEMBL1689259,inactive
CC12CCC3C(CC4=C5CC(=O)CCC53CO4)C1CCC2=O,CHEMBL3623222,inactive
COC(=O)c1ccc2cc(-c3cccnc3)ccc2c1,CHEMBL438802,inactive
O=S(=O)(c1cccc(OC(F)(F)F)c1)N1CCN(c2ccc(C=Cc3cc(Cl)cc(Cn4ccnc4)c3)cc2)CC1,CHEMBL4288256,inactive
O=C(CC=Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1)c1ccc2c(c1)Nc1ccccc1S2,CHEMBL4098604,inactive
O=[N+]([O-])c1cccc(S(=O)(=O)NCCc2c(C(c3ccc(O)cc3)c3[nH]c4ccccc4c3CCNS(=O)(=O)c3cccc([N+](=O)[O-])c3)[nH]c3ccccc23)c1,CHEMBL4162572,inactive
Cc1[nH]c2ccccc2c1C=NNc1ccc(Cl)cc1,CHEMBL4564431,inactive
NC1CCN(Cc2cc(=O)c3cc(F)ccc3[nH]2)CC1O,CHEMBL4474808,inactive
c1ccc(-c2ccc(OCc3cn(C(c4ccccc4)c4ccccc4)nn3)cc2)cc1,CHEMBL1824768,inactive
CC12CCC(O)CC1=CCC1C2CCC2(C)C(CC3CN3)CCC12,CHEMBL341591,inactive
CCc1ccc(C(c2cc3ccc(OC)cc3o2)n2cncn2)cc1,CHEMBL371663,inactive
O=[N+]([O-])c1ccc(C(c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(Br)cc2)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(Br)cc2)cc1,CHEMBL4174637,inactive
O=[N+]([O-])c1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2OCc2ccccc2)cc1,CHEMBL405881,inactive
CC(C)c1cc(O)c2c(c1)C(O)CC1C(C)(C)CCCC21C,CHEMBL4875917,inactive
COc1ccc2c(Cn3ccnc3)c(-c3ccc(Cl)cc3)[nH]c2c1,CHEMBL4170941,inactive
CC(C(=O)OC1CC2CC(C1C)C2(C)C)c1cccnc1,CHEMBL132066,inactive
COCCS(=O)(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CHEMBL3964421,inactive
N#Cc1ccc(Cn2cc(COc3ccc(-c4ccccc4)cc3)nn2)cc1,CHEMBL1825037,inactive
COc1ccc(C=CC(=O)c2ccc(O)cc2O)cc1CC=C(C)C,CHEMBL389925,inactive
N#Cc1ccc(OCc2cn(C(c3ccc(C#N)cc3)c3ccc(C#N)cc3)nn2)cc1,CHEMBL1824750,inactive
COc1ccc(S(=O)(=O)N(Cc2nc3ccccc3[nH]2)c2ccc(N=Nc3ccccc3)cc2)c(OC)c1,CHEMBL4868867,inactive
CC12CCC(=O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,CHEMBL432751,inactive
N#Cc1ccc(Cn2cc(COc3ccc([N+](=O)[O-])cc3)nn2)cc1,CHEMBL1825034,inactive
CCCCCCc1cn(C(c2ccccc2)c2ccccc2)nn1,CHEMBL1824757,inactive
O=[N+]([O-])c1ccc(C(c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(F)cc2)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(F)cc2)cc1,CHEMBL4163983,inactive
COc1ccc2c(c1)OC(c1ccc(OC)c(CC=C(C)C)c1)CC2=O,CHEMBL229635,inactive
N#Cc1ccc(Cn2cc(COc3ccccc3)nn2)cc1,CHEMBL1825031,inactive
CCC(=C(c1ccc(O)cc1)c1ccc(O)cc1)c1cccnc1,CHEMBL5082245,inactive
C=CC1(C)CC(=O)C2=C(CCC3C(C)(C)CCCC23C)C1,CHEMBL4874928,inactive
CC(CCc1cccnc1)=C(c1ccc(O)cc1)c1ccc(O)cc1,CHEMBL5092843,inactive
CC12CCC3C4=C(CCCC4)CC(=O)C3C1CCC2=O,CHEMBL71082,inactive
COCOc1ccc2c(c1)OC(c1ccc(OCOC)c(CC=C(C)C)c1)CC2=O,CHEMBL229945,inactive
COc1ccc2c(c1)OC(c1ccc(O)c(CC=C(C)C)c1)CC2=O,CHEMBL388374,inactive
CCC#CCOc1cc(Cn2ccnc2)c2oc3ccccc3c(=O)c2c1,CHEMBL4634777,inactive
